"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient_X", "Skin_Friction_Coefficient_Y"
13952, 3.397579969020000e-01, -1.720958963510000e-02, 5.006087414484130e+05, -1.316949787649377e+00, 4.548973560625118e-04, 1.174999864185919e-04
13953, 3.390323310980000e-01, -1.739950354830000e-02, 4.958424407453916e+05, -1.327422043641040e+00, 4.398208640833604e-04, 1.165714075895439e-04
13954, 3.383080256020000e-01, -1.759389426730000e-02, 4.901168681747949e+05, -1.340001959469708e+00, 4.560343952794050e-04, 1.183997950063811e-04
13955, 3.375808366520000e-01, -1.777635373030000e-02, 4.877755464402511e+05, -1.345146183909312e+00, 4.917121135841746e-04, 1.142525915270315e-04
13956, 3.368479090690000e-01, -1.793316208930000e-02, 4.897373186105804e+05, -1.340835885074834e+00, 5.248378971519922e-04, 1.010701485060741e-04
13957, 3.361093725400000e-01, -1.805971950310000e-02, 4.957025008704597e+05, -1.327729511903124e+00, 5.343653122445309e-04, 7.983001737244472e-05
13958, 3.353662928290000e-01, -1.815450402050000e-02, 5.025938537116339e+05, -1.312588207235565e+00, 5.118637444497888e-04, 5.888638560924692e-05
13959, 3.346212788690000e-01, -1.823091439370000e-02, 5.042384878467199e+05, -1.308974706798144e+00, 4.747531149433729e-04, 4.953378735768915e-05
13960, 3.338767717720000e-01, -1.830991452120000e-02, 4.990647713073728e+05, -1.320342114648428e+00, 4.577451364952318e-04, 5.037322901377686e-05
13961, 3.331331346140000e-01, -1.839467939170000e-02, 4.931100080962701e+05, -1.333425595654331e+00, 4.759899046713636e-04, 4.885479022064439e-05
13962, 3.323880749980000e-01, -1.846271181350000e-02, 4.922696560626231e+05, -1.335271971317094e+00, 5.094852748704174e-04, 3.558570594581554e-05
13963, 3.316410682510000e-01, -1.849889483710000e-02, 4.967330828102534e+05, -1.325465173464078e+00, 5.262098763114392e-04, 1.355961160961672e-05
13876, 3.798945838700000e-01, 1.623061257640000e-02, 4.927204706281487e+05, -1.334281466137267e+00, 1.979025629374926e-04, 2.789774751417883e-04
13877, 3.795014289950000e-01, 1.567777046270000e-02, 4.911692361169792e+05, -1.337689754014231e+00, 2.028561571509109e-04, 2.839974528714108e-04
13878, 3.791059729610000e-01, 1.512656184110000e-02, 4.898745828571556e+05, -1.340534295557469e+00, 2.084448473758079e-04, 2.888407730525641e-04
13879, 3.787074523420000e-01, 1.457756178340000e-02, 4.889484708778267e+05, -1.342569098296275e+00, 2.137927004467141e-04, 2.923867462113143e-04
13880, 3.783051448330000e-01, 1.403133487530000e-02, 4.883937705345726e+05, -1.343787855641890e+00, 2.176330803497369e-04, 2.934770760235501e-04
13881, 3.778992848020000e-01, 1.348775206240000e-02, 4.878286851870282e+05, -1.345029430352624e+00, 2.188467981324157e-04, 2.921587526810153e-04
13882, 3.774917412630000e-01, 1.294544751270000e-02, 4.867609743601623e+05, -1.347375346357655e+00, 2.178684346525298e-04, 2.900847604997882e-04
13883, 3.770845234420000e-01, 1.240292371470000e-02, 4.850005333685032e+05, -1.351243291305229e+00, 2.167284797385079e-04, 2.894575265971564e-04
13884, 3.766786135180000e-01, 1.185945297170000e-02, 4.827829666098768e+05, -1.356115608060279e+00, 2.175430765304008e-04, 2.914858325730332e-04
13885, 3.762731133760000e-01, 1.131571587330000e-02, 4.804280529198109e+05, -1.361289696003368e+00, 2.211008097482893e-04, 2.960697436584463e-04
