"Density","X-Momentum","Y-Momentum","Energy","TKE","Omega","Limiter_Density","Limiter_X-Momentum","Limiter_Y-Momentum","Limiter_Energy","Limiter_TKE","Limiter_Omega","Residual_Density","Residual_X-Momentum","Residual_Y-Momentum","Residual_Energy","Residual_TKE","Residual_Omega","Grid_Velx","Grid_Vely","Pressure","Temperature","Pressure_Coefficient","Mach","Entropy","Total_Pressure","MachIs","SoundSpeed","Laminar_Viscosity","Skin_Friction_Coefficient_X","Skin_Friction_Coefficient_Y","Heat_Flux","Y_Plus","Eddy_Viscosity","Sharp_Edge_Dist","Points:0","Points:1","Points:2"
1.9128,394.99,-906.89,2.6408e+06,222.68,24027,0,0,0,0,0,0,-1.7663e-15,-3.042e-13,-3.0911e-13,-2.2553e-09,-1.1594e-11,-1.0799e-10,0,-297.67,6.9869e+05,1224.3,-0.88173,0.75248,7046.2,9.9372e+05,0.85987,687.23,4.6794e-05,0,0,0,0,0.017728,0.020583,0.293,0.0099673,0
1.9133,394.18,-907.55,2.6417e+06,222.7,24026,0,0,0,0,0,0,-1.6423e-15,-3.5665e-13,-3.4376e-13,-1.9305e-09,-1.1448e-11,-1.1037e-10,0,-297.67,6.9892e+05,1224.4,-0.88124,0.75247,7046.2,9.9403e+05,0.85956,687.26,4.6796e-05,0,0,0,0,0.017735,0.020416,0.293,0.0096683,0
1.9134,393.92,-907.93,2.642e+06,222.7,24026,0,0,0,0,0,0,-1.5136e-15,-3.3595e-13,-4.2064e-13,-1.8241e-09,-1.1241e-11,-1.0956e-10,0,-297.67,6.9898e+05,1224.4,-0.88111,0.75261,7046.2,9.9423e+05,0.85947,687.27,4.6797e-05,0,0,0,0,0.017736,0.020352,0.293,0.0095407,0
1.9158,388.6,-914.12,2.6474e+06,222.98,24033,0,0,0,0,0,0,-6.1013e-16,-3.357e-13,-1.312e-12,-5.7147e-10,-1.1064e-11,-1.0615e-10,0,-297.67,7.0012e+05,1224.9,-0.8786,0.75425,7046.2,9.9733e+05,0.85784,687.39,4.6807e-05,0,0,0,0,0.017776,0.019412,0.293,0.0076855,0
1.9163,387.43,-915.49,2.6485e+06,222.99,24027,0,0,0,0,0,0,-1.0409e-15,-4.7418e-13,-9.0022e-13,-1.4123e-09,-1.1568e-11,-1.0718e-10,0,-297.67,7.0033e+05,1225,-0.87812,0.75465,7046.2,9.9801e+05,0.85753,687.42,4.6809e-05,0,0,0,0,0.017785,0.019227,0.293,0.0072548,0
1.917,383.63,-920.77,2.6513e+06,222.97,24010,0,0,0,0,0,0,-1.214e-15,-3.2821e-13,-1.2357e-12,-1.5643e-09,-1.0649e-11,-9.6393e-11,0,-297.67,7.0067e+05,1225.1,-0.87739,0.75691,7046.2,1.0005e+06,0.85706,687.45,4.6812e-05,0,0,0,0,0.017802,0.018678,0.293,0.0059267,0
1.9174,382.09,-922.74,2.6525e+06,223.05,24009,0,0,0,0,0,0,-1.308e-15,-2.7103e-13,-1.1253e-12,-1.8685e-09,-1.0007e-11,-9.0355e-11,0,-297.67,7.0085e+05,1225.2,-0.87699,0.75767,7046.2,1.0015e+06,0.8568,687.47,4.6813e-05,0,0,0,0,0.017813,0.018467,0.293,0.0054287,0
1.9175,381.43,-923.72,2.653e+06,223.12,24010,0,0,0,0,0,0,-1.2431e-15,-3.0599e-13,-1.2954e-12,-1.4796e-09,-1.0219e-11,-9.1738e-11,0,-297.67,7.0089e+05,1225.2,-0.87691,0.75813,7046.2,1.0019e+06,0.85675,687.48,4.6814e-05,0,0,0,0,0.017819,0.018393,0.293,0.005231,0
1.9095,373.48,-961.12,2.658e+06,224.41,24061,0,0,0,0,0,0,-8.7289e-16,-4.175e-13,-7.0693e-13,-6.0686e-10,-8.008e-12,-7.9023e-11,0,-297.67,6.9709e+05,1223.7,-0.88525,0.78599,7046.2,1.0223e+06,0.86216,687.05,4.678e-05,0,0,0,0,0.017809,0.01717,0.293,-0.0018068,0
1.9063,373.79,-966.29,2.6561e+06,224.58,24061,0,0,0,0,0,0,-1.3119e-15,-1.3447e-13,-5.6152e-13,-1.5458e-09,-6.8919e-12,-6.3354e-11,0,-297.67,6.9561e+05,1223.1,-0.88851,0.79125,7046.2,1.0252e+06,0.86428,686.89,4.6767e-05,0,0,0,0,0.017794,0.017211,0.293,-0.0027763,0
1.9043,374.81,-969.03,2.6547e+06,224.55,24061,0,0,0,0,0,0,-1.2687e-15,-1.4241e-13,-6.1013e-13,-1.3287e-09,-7.1954e-12,-6.6053e-11,0,-297.67,6.9465e+05,1222.7,-0.8906,0.79445,7046.2,1.0268e+06,0.86564,686.78,4.6758e-05,0,0,0,0,0.017772,0.017264,0.293,-0.0032391,0
1.9138,373.03,-951.74,2.6597e+06,224.51,24067,0,0,0,0,0,0,-8.0792e-16,-1.3484e-14,-6.0907e-13,-8.2333e-10,-9.1331e-12,-8.5825e-11,0,-297.67,6.9917e+05,1224.5,-0.88068,0.77717,7046.2,1.017e+06,0.8592,687.29,4.6798e-05,0,0,0,0,0.017853,0.017207,0.293,-9.7594e-05,0
1.9106,373.3,-959.09,2.6587e+06,224.4,24063,0,0,0,0,0,0,-7.6291e-16,-4.8714e-13,-6.8024e-13,-3.1426e-10,-8.5166e-12,-8.5249e-11,0,-297.67,6.9765e+05,1223.9,-0.88402,0.78394,7046.2,1.0212e+06,0.86136,687.12,4.6785e-05,0,0,0,0,0.017818,0.017158,0.293,-0.0014003,0
1.9149,373.63,-947.57,2.6593e+06,224.38,24061,0,0,0,0,0,0,-5.8075e-16,-3.3427e-14,-1.0132e-12,-7.0055e-10,-9.7558e-12,-9.5074e-11,0,-297.67,6.9966e+05,1224.7,-0.87961,0.7739,7046.2,1.0147e+06,0.8585,687.34,4.6803e-05,0,0,0,0,0.017858,0.017298,0.293,0.00071555,0
1.9161,373.85,-942.85,2.6587e+06,224.22,24048,0,0,0,0,0,0,-6.6753e-16,-2.9588e-13,-1.0435e-12,-9.0492e-10,-9.8946e-12,-9.8552e-11,0,-297.67,7.0022e+05,1224.9,-0.87838,0.77009,7046.2,1.0119e+06,0.8577,687.4,4.6808e-05,0,0,0,0,0.017865,0.017395,0.293,0.0014777,0
1.9104,373.34,-959.64,2.6586e+06,224.4,24063,0,0,0,0,0,0,-7.2468e-16,-4.962e-13,-6.9738e-13,-3.0841e-10,-8.479e-12,-8.5673e-11,0,-297.67,6.9754e+05,1223.9,-0.88427,0.78446,7046.2,1.0215e+06,0.86153,687.1,4.6784e-05,0,0,0,0,0.017816,0.017157,0.293,-0.0015099,0
1.9167,374.89,-938.6,2.6578e+06,223.87,24029,0,0,0,0,0,0,-6.9515e-16,-5.039e-13,-1.146e-12,-8.413e-10,-8.9032e-12,-9.0152e-11,0,-297.67,7.0053e+05,1225.1,-0.8777,0.76708,7046.2,1.0096e+06,0.85726,687.44,4.681e-05,0,0,0,0,0.017858,0.01752,0.293,0.0020927,0
1.9175,376.11,-933.28,2.6566e+06,223.66,24017,0,0,0,0,0,0,-7.7716e-16,-3.1654e-13,-7.858e-13,-7.5818e-10,-8.6758e-12,-8.5056e-11,0,-297.67,7.0089e+05,1225.2,-0.87691,0.76332,7046.2,1.0066e+06,0.85674,687.48,4.6814e-05,0,0,0,0,0.017856,0.017739,0.293,0.0031058,0
1.8854,389.43,-988.87,2.6404e+06,223.6,24050,0,0,0,0,0,0,-7.9133e-16,-5.1232e-13,-9.7027e-13,-5.1124e-10,-7.568e-12,-7.6468e-11,0,-297.67,6.8574e+05,1219.1,-0.91018,0.822,7046.2,1.0406e+06,0.87837,685.77,4.6678e-05,0,0,0,0,0.01753,0.018212,0.293,-0.0074964,0
1.8844,390.28,-989.58,2.6396e+06,223.57,24049,0,0,0,0,0,0,-6.2531e-16,-5.0913e-13,-9.6159e-13,-3.2926e-10,-7.5478e-12,-7.8099e-11,0,-297.67,6.853e+05,1218.9,-0.91117,0.82322,7046.2,1.0412e+06,0.87901,685.72,4.6674e-05,0,0,0,0,0.017518,0.018271,0.293,-0.0076788,0
1.8836,391.14,-990.03,2.6388e+06,223.48,24045,0,0,0,0,0,0,-7.1671e-16,-4.8731e-13,-8.8701e-13,-4.8003e-10,-7.5018e-12,-7.6402e-11,0,-297.67,6.8492e+05,1218.8,-0.91199,0.82419,7046.2,1.0416e+06,0.87954,685.68,4.6671e-05,0,0,0,0,0.017507,0.018328,0.293,-0.0078301,0
1.8985,378.65,-976.89,2.651e+06,224.37,24067,0,0,0,0,0,0,-6.8068e-16,-8.7693e-14,-7.435e-13,-3.5185e-10,-8.1132e-12,-8.3055e-11,0,-297.67,6.9192e+05,1221.6,-0.89661,0.80392,7046.2,1.032e+06,0.86954,686.47,4.6734e-05,0,0,0,0,0.017699,0.017475,0.293,-0.0046755,0
1.8963,380.22,-979.78,2.6496e+06,224.39,24074,0,0,0,0,0,0,-4.0596e-16,-7.8372e-14,-9.5726e-13,-2.6103e-10,-8.1429e-12,-8.8059e-11,0,-297.67,6.9087e+05,1221.2,-0.89891,0.80751,7046.2,1.034e+06,0.87104,686.35,4.6724e-05,0,0,0,0,0.017675,0.017572,0.293,-0.0051954,0
1.8941,382.01,-981.79,2.6479e+06,224.2,24067,0,0,0,0,0,0,-8.4929e-16,-1.7014e-13,-9.3645e-13,-7.015e-10,-8.0394e-12,-8.3597e-11,0,-297.67,6.8986e+05,1220.8,-0.90114,0.8105,7046.2,1.0354e+06,0.87249,686.24,4.6715e-05,0,0,0,0,0.017645,0.017682,0.293,-0.0056267,0
1.9015,376.36,-973.2,2.6531e+06,224.63,24074,0,0,0,0,0,0,-1.2567e-15,-1.0883e-13,-5.0189e-13,-7.2302e-10,-8.3848e-12,-7.7256e-11,0,-297.67,6.9335e+05,1222.2,-0.89347,0.79919,7046.2,1.0295e+06,0.8675,686.63,4.6747e-05,0,0,0,0,0.017743,0.017341,0.293,-0.00392,0
1.9178,377.79,-930.52,2.656e+06,223.59,24025,0,0,0,0,0,0,-7.1335e-16,-6.6914e-14,-9.3121e-13,-2.8353e-10,-1.0068e-11,-9.4899e-11,0,-297.67,7.0103e+05,1225.3,-0.87659,0.76172,7046.2,1.0054e+06,0.85654,687.49,4.6815e-05,0,0,0,0,0.017848,0.017902,0.293,0.0036904,0
1.8394,464.37,-954.93,2.5737e+06,220.8,24070,0,0,0,0,0,0,-1.4906e-15,-5.0722e-13,-9.6041e-13,-1.9035e-09,-8.9611e-12,-1.0162e-10,0,-297.67,6.6417e+05,1210.3,-0.95758,0.84487,7046.2,1.0307e+06,0.90926,683.29,4.6481e-05,0,0,0,0,0.016873,0.026702,0.293,-0.025419,0
1.8395,464.53,-954.03,2.5735e+06,220.83,24073,0,0,0,0,0,0,-1.3782e-15,-4.4495e-13,-8.6335e-13,-1.6111e-09,-8.9481e-12,-1.0069e-10,0,-297.67,6.6424e+05,1210.3,-0.95742,0.8442,7046.2,1.0301e+06,0.90916,683.29,4.6481e-05,0,0,0,0,0.016875,0.026497,0.293,-0.025636,0
1.8385,462.06,-961.62,2.5754e+06,220.74,24068,0,0,0,0,0,0,-1.3578e-15,3.744e-13,-8.1292e-13,-2.1243e-09,-9.8402e-12,-1.23e-10,0,-297.67,6.6377e+05,1210.1,-0.95846,0.84932,7046.2,1.0346e+06,0.90984,683.24,4.6477e-05,0,0,0,0,0.016862,0.02773,0.293,-0.023893,0
1.8385,461.48,-963.2,2.5761e+06,220.71,24065,0,0,0,0,0,0,-1.2978e-15,3.1717e-13,-6.5524e-13,-2.1385e-09,-9.8595e-12,-1.2461e-10,0,-297.67,6.6377e+05,1210.1,-0.95847,0.85026,7046.2,1.0356e+06,0.90984,683.24,4.6477e-05,0,0,0,0,0.016862,0.027989,0.293,-0.023498,0
1.8415,465.21,-946.92,2.5728e+06,221.19,24095,0,0,0,0,0,0,-1.6567e-15,4.3724e-13,-5.0101e-13,-1.2561e-09,-8.9598e-12,-8.3783e-11,0,-297.67,6.6517e+05,1210.7,-0.95538,0.83832,7046.2,1.0256e+06,0.90782,683.4,4.649e-05,0,0,0,0,0.016905,0.025151,0.293,-0.0271,0
1.8421,465.16,-944.97,2.5727e+06,221.22,24098,0,0,0,0,0,0,-1.6232e-15,3.6571e-13,-5.022e-13,-1.7925e-09,-9.1323e-12,-9.0854e-11,0,-297.67,6.6544e+05,1210.8,-0.95478,0.83661,7046.2,1.0243e+06,0.90743,683.43,4.6492e-05,0,0,0,0,0.016911,0.024709,0.293,-0.027571,0
1.8386,458.2,-971.22,2.5796e+06,220.47,24037,0,0,0,0,0,0,-1.1091e-15,6.5517e-13,-5.2501e-13,-1.2579e-09,-8.8995e-12,-1.0809e-10,0,-297.67,6.6382e+05,1210.2,-0.95835,0.85484,7046.2,1.0404e+06,0.90976,683.25,4.6478e-05,0,0,0,0,0.016864,0.026644,0.293,-0.021776,0
1.8386,458.52,-970.63,2.5793e+06,220.49,24039,0,0,0,0,0,0,-1.0977e-15,6.2726e-13,-5.2042e-13,-1.2502e-09,-8.9119e-12,-1.0865e-10,0,-297.67,6.6378e+05,1210.1,-0.95843,0.85457,7046.2,1.0401e+06,0.90982,683.24,4.6477e-05,0,0,0,0,0.016864,0.026757,0.293,-0.021929,0
1.8443,464.61,-939.19,2.5726e+06,221.39,24118,0,0,0,0,0,0,-1.2243e-15,9.4359e-15,-6.6229e-13,-2.2502e-09,-1.0432e-11,-1.1775e-10,0,-297.67,6.6645e+05,1211.2,-0.95258,0.83118,7046.2,1.0204e+06,0.906,683.55,4.6501e-05,0,0,0,0,0.01693,0.023595,0.293,-0.02881,0
1.8456,464.22,-935.71,2.5727e+06,221.4,24119,0,0,0,0,0,0,-1.9005e-15,-2.1345e-13,-4.7387e-13,-2.4025e-09,-1.0436e-11,-1.0834e-10,0,-297.67,6.6707e+05,1211.5,-0.9512,0.82788,7046.2,1.0181e+06,0.9051,683.62,4.6507e-05,0,0,0,0,0.016942,0.022774,0.293,-0.029698,0
1.8478,463.49,-931.11,2.5733e+06,221.35,24116,0,0,0,0,0,0,-1.8533e-15,-5.7111e-15,-7.2561e-13,-1.9081e-09,-9.7666e-12,-9.9399e-11,0,-297.67,6.681e+05,1211.9,-0.94894,0.82323,7046.2,1.0151e+06,0.90362,683.74,4.6517e-05,0,0,0,0,0.016961,0.021799,0.293,-0.030797,0
1.8495,462.7,-928.04,2.574e+06,221.4,24118,0,0,0,0,0,0,-1.4035e-15,2.532e-13,-1.1187e-12,-1.0775e-09,-9.6829e-12,-9.5698e-11,0,-297.67,6.6888e+05,1212.2,-0.94723,0.81993,7046.2,1.013e+06,0.9025,683.83,4.6524e-05,0,0,0,0,0.016978,0.021043,0.293,-0.03163,0
1.8523,461.18,-923.75,2.5755e+06,221.44,24119,0,0,0,0,0,0,-1.4992e-15,-1.428e-14,-4.3514e-13,-1.925e-09,-9.4592e-12,-9.0448e-11,0,-297.67,6.7018e+05,1212.7,-0.94437,0.81494,7046.1,1.0101e+06,0.90063,683.97,4.6536e-05,0,0,0,0,0.017006,0.020112,0.293,-0.032704,0
1.8543,459.88,-920.86,2.5766e+06,221.45,24118,0,0,0,0,0,0,-1.3883e-15,3.7709e-14,-3.7495e-13,-1.8192e-09,-9.4193e-12,-9.362e-11,0,-297.67,6.7113e+05,1213.1,-0.9423,0.81144,7046.1,1.0082e+06,0.89929,684.08,4.6544e-05,0,0,0,0,0.017026,0.019352,0.293,-0.033561,0
1.8638,413.82,-996.64,2.6187e+06,221.8,23996,0,0,0,0,0,0,-1.155e-15,-1.7003e-13,-6.2631e-13,-6.9869e-10,-8.3399e-12,-9.9036e-11,0,-297.67,6.7562e+05,1215,-0.93243,0.84572,7046.2,1.0494e+06,0.89285,684.61,4.6586e-05,0,0,0,0,0.017228,0.020176,0.293,-0.012009,0
1.8614,416.91,-996.79,2.6159e+06,221.62,23994,0,0,0,0,0,0,-1.1336e-15,-4.5131e-14,-6.604e-13,-8.215e-10,-8.4983e-12,-1.0765e-10,0,-297.67,6.7447e+05,1214.5,-0.93495,0.84804,7046.2,1.05e+06,0.89449,684.48,4.6576e-05,0,0,0,0,0.017193,0.020447,0.293,-0.012515,0
1.8594,419.76,-996.44,2.6135e+06,221.34,23985,0,0,0,0,0,0,-1.3651e-15,-3.4491e-13,-8.0169e-13,-1.4242e-09,-8.4277e-12,-1.0579e-10,0,-297.67,6.7353e+05,1214.2,-0.93702,0.84971,7046.2,1.0503e+06,0.89584,684.37,4.6567e-05,0,0,0,0,0.017159,0.020718,0.293,-0.012988,0
1.8744,400.75,-994.49,2.6299e+06,222.76,24019,0,0,0,0,0,0,-1.0153e-15,5.3721e-14,-1.0754e-12,-1.6423e-09,-7.6821e-12,-8.5804e-11,0,-297.67,6.8058e+05,1217,-0.92152,0.83485,7046.2,1.0458e+06,0.88574,685.18,4.6631e-05,0,0,0,0,0.017384,0.019069,0.293,-0.0097151,0
1.8729,402.32,-995.06,2.6284e+06,222.67,24017,0,0,0,0,0,0,-9.6032e-16,3.8882e-14,-1.1146e-12,-1.7389e-09,-7.7738e-12,-8.9392e-11,0,-297.67,6.7989e+05,1216.8,-0.92304,0.83647,7046.2,1.0464e+06,0.88673,685.1,4.6625e-05,0,0,0,0,0.017365,0.019188,0.293,-0.0099849,0
1.8713,404.5,-995.42,2.6267e+06,222.45,24010,0,0,0,0,0,0,-9.8243e-16,3.2845e-14,-1.045e-12,-1.3846e-09,-7.819e-12,-8.7363e-11,0,-297.67,6.791e+05,1216.4,-0.92478,0.83824,7046.2,1.047e+06,0.88786,685.01,4.6618e-05,0,0,0,0,0.017337,0.019357,0.293,-0.010336,0
1.8786,396.22,-992.87,2.6341e+06,223.21,24033,0,0,0,0,0,0,-1.1321e-15,-1.5609e-13,-3.3322e-14,-1.7096e-09,-6.8644e-12,-7.3542e-11,0,-297.67,6.8256e+05,1217.8,-0.91718,0.83022,7046.2,1.0441e+06,0.88292,685.41,4.6649e-05,0,0,0,0,0.017448,0.0187,0.293,-0.0088322,0
1.8447,442.62,-987.68,2.5932e+06,220.35,23996,0,0,0,0,0,0,-1.1252e-15,4.0662e-13,-1.1309e-12,-9.6101e-10,-8.6888e-12,-9.2387e-11,0,-297.67,6.6665e+05,1211.3,-0.95213,0.85832,7046.2,1.0485e+06,0.9057,683.58,4.6504e-05,0,0,0,0,0.01694,0.023516,0.293,-0.017479,0
1.8444,443.05,-987.42,2.5928e+06,220.35,23997,0,0,0,0,0,0,-1.1239e-15,4.4804e-13,-1.1243e-12,-9.3018e-10,-8.6996e-12,-9.1679e-11,0,-297.67,6.6653e+05,1211.3,-0.95239,0.85841,7046.2,1.0484e+06,0.90587,683.56,4.6503e-05,0,0,0,0,0.016936,0.023577,0.293,-0.017568,0
1.8443,443.34,-987.22,2.5926e+06,220.34,23997,0,0,0,0,0,0,-1.1499e-15,4.4078e-13,-1.0633e-12,-9.9568e-10,-8.6669e-12,-9.0917e-11,0,-297.67,6.6648e+05,1211.3,-0.95251,0.85842,7046.2,1.0483e+06,0.90595,683.56,4.6502e-05,0,0,0,0,0.016934,0.023618,0.293,-0.017624,0
1.8902,384.76,-985.32,2.6446e+06,224.09,24065,0,0,0,0,0,0,-1.6718e-15,4.3008e-14,-9.8251e-13,-1.8733e-09,-7.9394e-12,-7.7111e-11,0,-297.67,6.8801e+05,1220,-0.9052,0.81573,7046.2,1.0378e+06,0.87513,686.03,4.6699e-05,0,0,0,0,0.017601,0.017893,0.293,-0.0064767,0
1.8559,424.17,-995.95,2.6092e+06,221.19,23984,0,0,0,0,0,0,-1.3365e-15,-2.3869e-13,-8.1003e-13,-1.9095e-09,-8.6016e-12,-1.023e-10,0,-297.67,6.7188e+05,1213.5,-0.94064,0.85255,7046.2,1.0507e+06,0.8982,684.18,4.6552e-05,0,0,0,0,0.017116,0.021189,0.293,-0.013827,0
1.8519,430.68,-994.25,2.6042e+06,220.72,23961,0,0,0,0,0,0,-1.5394e-15,-1.7876e-13,-1.7074e-13,-2.3081e-09,-6.8641e-12,-7.9135e-11,0,-297.67,6.7004e+05,1212.7,-0.94469,0.85542,7046.2,1.0508e+06,0.90085,683.97,4.6535e-05,0,0,0,0,0.017059,0.021832,0.293,-0.014894,0
1.8672,409.43,-996.54,2.6225e+06,222.23,24010,0,0,0,0,0,0,-1.2567e-15,-5.4173e-14,-4.719e-13,-9.9929e-10,-7.9693e-12,-8.2434e-11,0,-297.67,6.7719e+05,1215.7,-0.92898,0.84259,7046.2,1.0486e+06,0.8906,684.79,4.6601e-05,0,0,0,0,0.017282,0.019769,0.293,-0.01121,0
1.8424,447.44,-984.01,2.5892e+06,220.41,24012,0,0,0,0,0,0,-5.4169e-16,3.9568e-13,-4.483e-13,-1.0513e-09,-5.9106e-12,-7.4737e-11,0,-297.67,6.656e+05,1210.9,-0.95444,0.85844,7046.2,1.047e+06,0.90721,683.45,4.6494e-05,0,0,0,0,0.016912,0.024282,0.293,-0.018576,0
1.8515,431.2,-994.01,2.6036e+06,220.71,23964,0,0,0,0,0,0,-1.5872e-15,-1.9192e-13,-1.5022e-13,-2.3022e-09,-6.8607e-12,-7.7962e-11,0,-297.67,6.6985e+05,1212.7,-0.9451,0.85562,7046.2,1.0507e+06,0.90111,683.95,4.6534e-05,0,0,0,0,0.017053,0.021904,0.293,-0.015015,0
1.8481,436.25,-991.38,2.5985e+06,220.62,23989,0,0,0,0,0,0,-1.309e-15,-2.4587e-13,-8.4843e-13,-1.0526e-09,-8.6339e-12,-9.9288e-11,0,-297.67,6.6825e+05,1212,-0.94861,0.85713,7046.2,1.0498e+06,0.9034,683.77,4.6519e-05,0,0,0,0,0.016996,0.02258,0.293,-0.016064,0
1.8773,440.65,-900.31,2.5953e+06,221.55,24084,0,0,0,0,0,0,-8.3096e-16,-2.662e-13,-7.5535e-13,-6.9032e-10,-9.3414e-12,-7.8277e-11,0,-297.67,6.8191e+05,1217.5,-0.91862,0.77911,7046.1,9.9367e+05,0.88385,685.31,4.6642e-05,0,0,0,0,0.01727,0.013071,0.293,-0.041574,0
1.8804,437.69,-898.53,2.5983e+06,221.61,24082,0,0,0,0,0,0,-2.117e-15,-4.5253e-13,3.3555e-13,-2.5326e-09,-1.1391e-11,-9.3678e-11,0,-297.67,6.8334e+05,1218.1,-0.91546,0.7754,7046.1,9.9237e+05,0.8818,685.48,4.6655e-05,0,0,0,0,0.017304,0.01244,0.293,-0.042634,0
1.8398,453.86,-977.63,2.5836e+06,220.52,24031,0,0,0,0,0,0,-2.2148e-15,-6.5236e-13,-7.7691e-13,-3.1365e-09,-9.2701e-12,-1.0043e-10,0,-297.67,6.6438e+05,1210.4,-0.95712,0.85736,7046.2,1.0439e+06,0.90896,683.31,4.6483e-05,0,0,0,0,0.016883,0.025485,0.293,-0.02024,0
1.8404,452.75,-978.91,2.5849e+06,220.54,24033,0,0,0,0,0,0,-1.9839e-15,-6.2421e-13,-8.789e-13,-2.6878e-09,-9.3036e-12,-1.0227e-10,0,-297.67,6.6465e+05,1210.5,-0.95654,0.85761,7046.2,1.0446e+06,0.90858,683.34,4.6485e-05,0,0,0,0,0.016888,0.025222,0.293,-0.019869,0
1.8571,457.91,-917.41,2.5784e+06,221.49,24121,0,0,0,0,0,0,-1.0003e-15,2.3901e-13,-5.6686e-13,-7.6678e-10,-9.5737e-12,-9.6237e-11,0,-297.67,6.7241e+05,1213.6,-0.93949,0.80694,7046.1,1.0058e+06,0.89745,684.23,4.6556e-05,0,0,0,0,0.017053,0.018536,0.293,-0.034535,0
