"Density","X-Momentum","Y-Momentum","Energy","TKE","Omega","Limiter_Density","Limiter_X-Momentum","Limiter_Y-Momentum","Limiter_Energy","Limiter_TKE","Limiter_Omega","Residual_Density","Residual_X-Momentum","Residual_Y-Momentum","Residual_Energy","Residual_TKE","Residual_Omega","Grid_Velx","Grid_Vely","Pressure","Temperature","Pressure_Coefficient","Mach","Entropy","Total_Pressure","MachIs","SoundSpeed","Laminar_Viscosity","Skin_Friction_Coefficient_X","Skin_Friction_Coefficient_Y","Heat_Flux","Y_Plus","Eddy_Viscosity","Sharp_Edge_Dist","Points:0","Points:1","Points:2"
1.5548,432.17,156.3,1.9074e+06,326.76,23301,0,0,0,0,0,0,-7.1409e-16,-2.5194e-13,-7.8793e-14,-5.1689e-10,-1.5333e-11,-4.1047e-11,0,-297.67,5.3881e+05,1161.6,-1.233,0.44156,7054.5,6.1067e+05,1.0946,669.38,4.5376e-05,0,0,0,0,0.021804,0.01191,0.41172,0.027836,0
1.5531,434.4,157.7,1.9057e+06,329.36,23568,0,0,0,0,0,0,3.2719e-16,-1.7674e-13,2.3281e-13,7.7168e-10,-1.5907e-11,-5.8018e-11,0,-297.67,5.3809e+05,1161.3,-1.2346,0.44458,7054.6,6.1089e+05,1.0958,669.3,4.537e-05,0,0,0,0,0.021705,0.010778,0.41172,0.026506,0
1.5573,429.21,153.78,1.9099e+06,323.07,23141,0,0,0,0,0,0,-1.9781e-18,-8.1227e-13,-1.6833e-13,9.9611e-10,-1.5286e-11,-4.2744e-11,0,-297.67,5.3989e+05,1162,-1.2306,0.43728,7054.4,6.1044e+05,1.093,669.52,4.5386e-05,0,0,0,0,0.021742,0.013422,0.41172,0.029573,0
1.5551,431.78,155.99,1.9077e+06,326.3,23291,0,0,0,0,0,0,-6.8278e-16,-1.8726e-13,-9.259e-15,-3.8694e-10,-1.5209e-11,-3.9924e-11,0,-297.67,5.3894e+05,1161.6,-1.2327,0.44101,7054.5,6.1063e+05,1.0944,669.4,4.5377e-05,0,0,0,0,0.021787,0.01208,0.41172,0.028044,0
1.5601,425.98,150.34,1.9128e+06,318.65,23147,0,0,0,0,0,0,-4.2919e-17,-1.4458e-13,9.8067e-14,2.1408e-11,-1.6721e-11,-2.7335e-11,0,-297.67,5.4113e+05,1162.6,-1.2279,0.43236,7054.4,6.102e+05,1.0911,669.68,4.54e-05,0,0,0,0,0.021477,0.015235,0.41172,0.031556,0
1.5596,426.49,150.97,1.9122e+06,319.42,23167,0,0,0,0,0,0,-8.9088e-17,-2.2841e-13,2.1046e-14,-2.3874e-10,-1.6634e-11,-3.1223e-11,0,-297.67,5.4091e+05,1162.5,-1.2284,0.43318,7054.4,6.1022e+05,1.0914,669.65,4.5398e-05,0,0,0,0,0.021504,0.014889,0.41172,0.031191,0
1.5575,429,153.56,1.9101e+06,322.8,23142,0,0,0,0,0,0,-0,-7.8158e-13,-1.6008e-13,9.635e-10,-1.5403e-11,-4.2044e-11,0,-297.67,5.3997e+05,1162.1,-1.2305,0.43696,7054.4,6.1043e+05,1.0929,669.53,4.5387e-05,0,0,0,0,0.021725,0.013529,0.41172,0.029694,0
1.5627,423.37,146.64,1.9155e+06,314.87,23226,0,0,0,0,0,0,7.6664e-17,-2.8901e-13,7.7695e-14,2.4352e-10,-1.3576e-11,-1.9741e-11,0,-297.67,5.4229e+05,1163.1,-1.2254,0.42802,7054.3,6.1006e+05,1.0893,669.84,4.5412e-05,0,0,0,0,0.021186,0.01675,0.41172,0.03321,0
1.5625,423.58,147,1.9153e+06,315.24,23222,0,0,0,0,0,0,8.7855e-17,-2.2844e-13,1.012e-13,2.8119e-10,-1.3538e-11,-1.9777e-11,0,-297.67,5.4218e+05,1163.1,-1.2256,0.4284,7054.3,6.1007e+05,1.0894,669.83,4.5411e-05,0,0,0,0,0.021211,0.016589,0.41172,0.033041,0
1.5647,421.49,143.7,1.9178e+06,312.02,23393,0,0,0,0,0,0,3.8594e-17,-6.7448e-13,-1.6206e-13,-5.2686e-10,-1.4222e-11,-2.5364e-11,0,-297.67,5.432e+05,1163.6,-1.2234,0.42478,7054.4,6.1002e+05,1.0879,669.97,4.5423e-05,0,0,0,0,0.020872,0.016682,0.41172,0.034488,0
1.5701,416.88,134.22,1.9237e+06,304.25,23984,0,0,0,0,0,0,1.2336e-16,-4.1165e-13,-6.7232e-14,7.1177e-10,-1.45e-11,-3.3513e-11,0,-297.67,5.4562e+05,1164.8,-1.2181,0.41613,7054.4,6.0992e+05,1.0842,670.32,4.5451e-05,0,0,0,0,0.019918,0.015908,0.41172,0.037669,0
1.57,416.95,134.4,1.9236e+06,304.39,23967,0,0,0,0,0,0,1.067e-16,-4.2405e-13,-5.7419e-14,7.0869e-10,-1.4461e-11,-3.2421e-11,0,-297.67,5.4558e+05,1164.8,-1.2181,0.41627,7054.4,6.0992e+05,1.0842,670.32,4.545e-05,0,0,0,0,0.019939,0.015919,0.41172,0.037611,0
1.5574,429.16,153.73,1.9099e+06,323.01,23142,0,0,0,0,0,0,-1.552e-18,-8.1786e-13,-1.7478e-13,1.0068e-09,-1.5301e-11,-4.265e-11,0,-297.67,5.399e+05,1162,-1.2306,0.43721,7054.4,6.1044e+05,1.093,669.52,4.5387e-05,0,0,0,0,0.021737,0.013443,0.41172,0.029597,0
