NMARK= 7
MARKER_TAG= inletrotor
MARKER_ELEMS= 31
SEND_TO= 0
3	9682	13729	0
3	9685	9682	1
3	9687	9685	2
3	9689	9687	3
3	9691	9689	4
3	9693	9691	5
3	9699	9693	6
3	9703	9699	7
3	9719	9703	8
3	9725	9719	9
3	9727	9725	10
3	9731	9727	11
3	9735	9731	12
3	9739	9735	13
3	9741	9739	14
3	9745	9741	15
3	10586	9745	16
3	9747	10586	17
3	9743	9747	18
3	9737	9743	19
3	9733	9737	20
3	9729	9733	21
3	9723	9729	22
3	9717	9723	23
3	9715	9717	24
3	9713	9715	25
3	9711	9713	26
3	9709	9711	27
3	9706	9709	28
3	14053	9706	29
3	13729	14059	30
MARKER_TAG= outletrotor
MARKER_ELEMS= 31
SEND_TO= 0
3	13727	14004	0
3	9679	13727	1
3	9697	9679	2
3	10585	9697	3
3	9884	10585	4
3	9882	9884	5
3	9880	9882	6
3	9878	9880	7
3	9876	9878	8
3	9874	9876	9
3	9872	9874	10
3	9870	9872	11
3	9868	9870	12
3	9866	9868	13
3	9864	9866	14
3	9862	9864	15
3	9860	9862	16
3	9858	9860	17
3	9856	9858	18
3	9854	9856	19
3	9852	9854	20
3	9850	9852	21
3	9848	9850	22
3	9846	9848	23
3	9844	9846	24
3	9842	9844	25
3	9840	9842	26
3	9838	9840	27
3	9836	9838	28
3	13730	9836	29
3	14112	13730	30
MARKER_TAG= wall1rotor
MARKER_ELEMS= 50
SEND_TO= 0
3	14054	14053	0
3	14052	14054	1
3	14051	14052	2
3	14050	14051	3
3	14049	14050	4
3	14048	14049	5
3	14047	14048	6
3	14046	14047	7
3	14045	14046	8
3	14044	14045	9
3	14043	14044	10
3	14042	14043	11
3	14041	14042	12
3	14040	14041	13
3	14039	14040	14
3	14038	14039	15
3	14037	14038	16
3	14036	14037	17
3	14035	14036	18
3	14034	14035	19
3	14033	14034	20
3	14032	14033	21
3	14031	14032	22
3	14030	14031	23
3	14029	14030	24
3	14028	14029	25
3	14027	14028	26
3	14026	14027	27
3	14025	14026	28
3	14024	14025	29
3	14023	14024	30
3	14022	14023	31
3	14021	14022	32
3	14020	14021	33
3	14019	14020	34
3	14018	14019	35
3	14017	14018	36
3	14016	14017	37
3	14015	14016	38
3	14014	14015	39
3	14013	14014	40
3	14012	14013	41
3	14011	14012	42
3	14010	14011	43
3	14009	14010	44
3	14008	14009	45
3	14007	14008	46
3	14006	14007	47
3	14005	14006	48
3	14004	14005	49
MARKER_TAG= wall2rotor
MARKER_ELEMS= 50
SEND_TO= 0
3	9888	13730	0
3	9890	9888	1
3	9892	9890	2
3	9894	9892	3
3	9896	9894	4
3	9898	9896	5
3	9900	9898	6
3	9902	9900	7
3	9904	9902	8
3	9906	9904	9
3	9908	9906	10
3	9910	9908	11
3	9912	9910	12
3	9914	9912	13
3	9916	9914	14
3	9920	9916	15
3	9926	9920	16
3	9932	9926	17
3	10594	9932	18
3	9924	10594	19
3	9922	9924	20
3	9918	9922	21
3	9886	9918	22
3	9833	9886	23
3	9829	9833	24
3	9827	9829	25
3	9821	9827	26
3	9819	9821	27
3	9815	9819	28
3	9809	9815	29
3	9805	9809	30
3	9799	9805	31
3	9793	9799	32
3	9791	9793	33
3	9785	9791	34
3	9777	9785	35
3	9775	9777	36
3	9771	9775	37
3	9767	9771	38
3	9765	9767	39
3	9763	9765	40
3	9761	9763	41
3	9759	9761	42
3	9757	9759	43
3	9755	9757	44
3	9753	9755	45
3	9751	9753	46
3	9749	9751	47
3	9701	9749	48
3	13729	9701	49
MARKER_TAG= bladerotor
MARKER_ELEMS= 324
SEND_TO= 0
3	13731	13732	0
3	13732	13733	1
3	13733	13734	2
3	13734	13735	3
3	13735	13736	4
3	13736	13737	5
3	13737	13738	6
3	13738	13739	7
3	13739	13740	8
3	13740	13741	9
3	13741	13742	10
3	13742	13743	11
3	13743	13744	12
3	13744	13745	13
3	13745	13746	14
3	13746	13747	15
3	13747	13748	16
3	13748	13749	17
3	13749	13750	18
3	13750	13751	19
3	13751	13752	20
3	13752	13753	21
3	13753	13754	22
3	13754	13755	23
3	13755	13756	24
3	13756	13757	25
3	13757	13758	26
3	13758	13759	27
3	13759	13760	28
3	13760	13761	29
3	13761	13762	30
3	13762	13763	31
3	13763	13764	32
3	13764	13765	33
3	13765	13766	34
3	13766	13767	35
3	13767	13768	36
3	13768	13769	37
3	13769	13770	38
3	13770	13771	39
3	13771	13772	40
3	13772	13773	41
3	13773	13774	42
3	13774	13775	43
3	13775	13776	44
3	13776	13777	45
3	13777	13778	46
3	13778	13779	47
3	13779	13780	48
3	13780	13781	49
3	13781	13782	50
3	13782	13783	51
3	13783	13784	52
3	13784	13785	53
3	13785	13786	54
3	13786	13787	55
3	13787	13788	56
3	13788	13789	57
3	13789	13790	58
3	13790	13791	59
3	13791	13792	60
3	13792	13793	61
3	13793	13794	62
3	13794	13795	63
3	13795	13796	64
3	13796	13797	65
3	13797	13798	66
3	13798	13799	67
3	13799	13800	68
3	13800	13801	69
3	13801	13802	70
3	13802	13803	71
3	13803	13804	72
3	13804	13805	73
3	13805	13806	74
3	13806	13807	75
3	13807	13808	76
3	13808	13809	77
3	13809	13810	78
3	13810	13811	79
3	13811	13812	80
3	13812	13813	81
3	13813	13814	82
3	13814	13815	83
3	13815	13816	84
3	13816	13817	85
3	13817	13818	86
3	13818	13819	87
3	13819	13820	88
3	13820	13821	89
3	13821	13822	90
