SENS_AOA=0
"Point","Sensitivity","PsiRho","Phi_x","Phi_y","PsiE","x_coord","y_coord"," x_Sens","y_Sens"
13890, 1.434889680397274e-01, -2.826303909714837e-02, -5.213566434627203e-06, 4.051453484390386e-06, 1.981087844266461e-08, 3.742145039730000e-01, 8.621530801740000e-03, -1.055626832114199e-01, 9.780006515641049e-02
13891, 1.344560768317964e-01, -2.829456995298824e-02, -5.237900140929016e-06, 4.162454922998945e-06, 1.980422525009992e-08, 3.737901427200000e-01, 8.092785854020000e-03, -9.327361949916442e-02, 9.843010853371374e-02
13892, 1.294350485952160e-01, -2.833064048207683e-02, -5.264451105256436e-06, 4.283456020849881e-06, 1.981053529263549e-08, 3.733597591190000e-01, 7.569025537820000e-03, -8.605146901848826e-02, 9.897319871809361e-02
13893, 1.363104235819867e-01, -2.838652679820863e-02, -5.285181142820905e-06, 4.384858111705237e-06, 1.980606466119675e-08, 3.729238508540000e-01, 7.049953256250000e-03, -9.210485515451003e-02, 1.021845989696867e-01
13894, 1.403802967229660e-01, -2.844582724806050e-02, -5.295619689544869e-06, 4.441576807716502e-06, 1.978727554640870e-08, 3.724845037860000e-01, 6.533895985350000e-03, -9.962116327896185e-02, 9.951663843263529e-02
13895, 1.465718549775673e-01, -2.849209426669282e-02, -5.295891900308086e-06, 4.450706370014308e-06, 1.976561523221225e-08, 3.720438785080000e-01, 6.019046370020000e-03, -1.110224742661942e-01, 9.569595765671135e-02
13896, 1.518187475069694e-01, -2.851969399972108e-02, -5.284722013627816e-06, 4.417333965248311e-06, 1.972960019433421e-08, 3.716041190920000e-01, 5.503582364530000e-03, -1.206942425044313e-01, 9.241960401155960e-02
13897, 1.351744108109435e-01, -2.853848033541105e-02, -5.273916121828802e-06, 4.390538023789867e-06, 1.969644426385784e-08, 3.711665204510000e-01, 4.986414497720000e-03, -1.079168155971974e-01, 8.173560442613706e-02
13898, 1.096190460827988e-01, -2.854804247904406e-02, -5.276361960087087e-06, 4.429285226294217e-06, 1.969270971057069e-08, 3.707283825410000e-01, 4.469843709280000e-03, -8.262471800501546e-02, 7.204574298963398e-02
13899, 9.294012023382754e-02, -2.857503548303650e-02, -5.288958921835286e-06, 4.528801985313138e-06, 1.969368305701596e-08, 3.702860765670000e-01, 3.956988861750000e-03, -6.228331437828963e-02, 6.998132133522300e-02
13900, 7.605620858864252e-02, -2.862227981565531e-02, -5.307218727358481e-06, 4.657658942511525e-06, 1.969805094278833e-08, 3.698379257390000e-01, 3.449392192230000e-03, -4.368593612697935e-02, 6.524365894518434e-02
13901, 8.820632863741928e-02, -2.866809815838361e-02, -5.324755492507331e-06, 4.780106825063925e-06, 1.971749468244623e-08, 3.693834077370000e-01, 2.947655909330000e-03, -5.361362389346183e-02, 7.209026908677563e-02
13902, 1.259546155741602e-01, -2.872246928219912e-02, -5.327476137483618e-06, 4.831298269387929e-06, 1.969422092396065e-08, 3.689247572460000e-01, 2.449865042580000e-03, -9.025995121430801e-02, 8.792141751075916e-02
13903, 1.276190435532974e-01, -2.876473037667486e-02, -5.317714696075177e-06, 4.807702362830914e-06, 1.964195906743323e-08, 3.684664489520000e-01, 1.951942898790000e-03, -9.807623534147845e-02, 8.187698859337257e-02
13904, 9.556061066365919e-02, -2.877322172434543e-02, -5.310054844007004e-06, 4.807105547403510e-06, 1.961964979835097e-08, 3.680095152630000e-01, 1.452949233010000e-03, -7.120650210639684e-02, 6.374370319515371e-02
13905, 2.909603611767204e-02, -2.881772558163371e-02, -5.301809167238678e-06, 4.908158607837774e-06, 1.963680442458075e-08, 3.675499479210000e-01, 9.565834509240000e-04, 1.997722587373321e-03, 4.467947152680125e-02
13906, -7.931361651544504e-03, -2.888947824429380e-02, -5.311218713141696e-06, 5.049697129933864e-06, 1.965239348777416e-08, 3.670844737020000e-01, 4.659657526630000e-04, 4.070774094857572e-02, 3.086035941075840e-02
13907, -2.203837040817378e-02, -2.897063339820026e-02, -5.327315495633566e-06, 5.211312201055670e-06, 1.968836893509645e-08, 3.666121578410000e-01, -1.784668542210000e-05, 5.448539172819605e-02, 2.374050204769557e-02
13908, 1.789433639114789e-02, -2.905649248247749e-02, -5.334840401410028e-06, 5.317596964710575e-06, 1.968258568382897e-08, 3.661335882280000e-01, -4.952476821010000e-04, 1.568090924879621e-02, 4.080402547334196e-02
13909, 4.014467439874744e-02, -2.911215354713275e-02, -5.331566826296343e-06, 5.319843491967936e-06, 1.963780903570386e-08, 3.656532074600000e-01, -9.705889932900000e-04, -1.228053827422027e-02, 4.437631039172293e-02
13799, 2.912542309140041e-02, -3.049549785931061e-02, -4.140724699379895e-06, 4.236380727913516e-06, 1.533475461706584e-08, 3.823198886960000e-01, 3.013971809910000e-02, 1.887586343967521e-02, -2.228831473584897e-02
13800, 1.454881821740692e-02, -3.050065658238770e-02, -4.139660766328929e-06, 4.232745135748680e-06, 1.533363796586087e-08, 3.827409339310000e-01, 3.055503565010000e-02, 6.506327853962461e-03, -1.401156423432236e-02
13801, 9.131711056137103e-03, -3.052516852381000e-02, -4.136950004158061e-06, 4.244758119687151e-06, 1.532863039523648e-08, 3.831624906920000e-01, 3.096942881650000e-02, 2.851714597774587e-03, -9.994358787728598e-03
13802, 8.427325807401052e-03, -3.055603960261706e-02, -4.136339481034780e-06, 4.251004426718684e-06, 1.533104736373914e-08, 3.835847115430000e-01, 3.138273329980000e-02, 3.143166600491670e-03, -8.716993491526697e-03
13803, 2.173296469624872e-03, -3.058116152639921e-02, -4.136335364464418e-06, 4.236750582952664e-06, 1.533669146942773e-08, 3.840065826500000e-01, 3.179597595470000e-02, -2.068812674013013e-03, -5.078847956701523e-03
13804, -9.235847875659254e-03, -3.059566535346456e-02, -4.135914656184675e-06, 4.201153633449467e-06, 1.534469285976965e-08, 3.844270533200000e-01, 3.221021886570000e-02, -1.316056305071733e-02, -3.605883441300467e-05
13805, -2.860565485469489e-02, -3.059982390458240e-02, -4.135645843749714e-06, 4.148374078527847e-06, 1.535644377607466e-08, 3.848450699770000e-01, 3.262650880110000e-02, -3.213305479542832e-02, 8.286841155121101e-03
13806, -5.515842086072394e-02, -3.059748143949496e-02, -4.132847789166510e-06, 4.086358581464956e-06, 1.536556884141431e-08, 3.852599264860000e-01, 3.304551611200000e-02, -5.829028762783568e-02, 1.938758686296761e-02
13807, -8.443027835919097e-02, -3.059499919831016e-02, -4.128172602792732e-06, 4.023910196372677e-06, 1.537417232077007e-08, 3.856716016400000e-01, 3.346721448070000e-02, -8.769391861636527e-02, 3.084395439970235e-02
13808, -1.169500082255386e-01, -3.059519648676437e-02, -4.122031821920798e-06, 3.961953142571201e-06, 1.538285899680460e-08, 3.860801535270000e-01, 3.389150096220000e-02, -1.206848580609640e-01, 4.302160826221798e-02
13809, -1.544678650540502e-01, -3.059999343547858e-02, -4.114613986959973e-06, 3.901541141155944e-06, 1.539158657088079e-08, 3.864856414630000e-01, 3.431827461900000e-02, -1.593889229846859e-01, 5.619184358525159e-02
13810, -1.975100916764835e-01, -3.061384590529094e-02, -4.106265695533659e-06, 3.849170642893596e-06, 1.539899749072619e-08, 3.868882517320000e-01, 3.474731881830000e-02, -2.044913541557703e-01, 7.043949766320620e-02
13811, -2.443827116212596e-01, -3.064318365256902e-02, -4.097923179639886e-06, 3.812265900778977e-06, 1.540416486118757e-08, 3.872887743550000e-01, 3.517786310770000e-02, -2.538708295999102e-01, 8.573019932282709e-02
13812, -2.934131874500177e-01, -3.069310700068708e-02, -4.090136954949606e-06, 3.792674551314599e-06, 1.540688275387753e-08, 3.876881852050000e-01, 3.560898390040000e-02, -3.052718135142845e-01, 1.022489727630170e-01
13813, -3.431296988292066e-01, -3.076645933313106e-02, -4.082855393012301e-06, 3.789807204544824e-06, 1.540721208819774e-08, 3.880874625040000e-01, 3.603976672380000e-02, -3.563192633746606e-01, 1.205932507092072e-01
13814, -3.935516479994770e-01, -3.085997526335693e-02, -4.074743164948078e-06, 3.792358240916080e-06, 1.540643350410530e-08, 3.884874997710000e-01, 3.646937494400000e-02, -4.065459791103823e-01, 1.411346427966505e-01
13815, -4.510539974791560e-01, -3.096787965788036e-02, -4.065110534545105e-06, 3.782548859068761e-06, 1.541027518823942e-08, 3.888880713540000e-01, 3.689800958190000e-02, -4.634371026892403e-01, 1.646179742344586e-01
13816, -5.238025599658132e-01, -3.107879625980823e-02, -4.051459885151220e-06, 3.749905609238878e-06, 1.541656473262417e-08, 3.892881436040000e-01, 3.732662868420000e-02, -5.375686801036428e-01, 1.912203728277253e-01
13817, -6.213048122104377e-01, -3.118985078414094e-02, -4.033618715105422e-06, 3.692919017973314e-06, 1.542656507200450e-08, 3.896866663810000e-01, 3.775620208720000e-02, -6.403939972077539e-01, 2.221502702285785e-01
13818, -7.520686698930562e-01, -3.129827408501680e-02, -4.007439147223313e-06, 3.610690086170682e-06, 1.543140456512902e-08, 3.900825969810000e-01, 3.818767514500000e-02, -7.840222306797842e-01, 2.562650856846458e-01
13819, -9.207667808351244e-01, -3.141244246856846e-02, -3.971317295855180e-06, 3.510376610385033e-06, 1.542868254750547e-08, 3.904753883990000e-01, 3.862151501070000e-02, -9.782846994530157e-01, 2.892774546955384e-01
13820, -1.136657611760073e+00, -3.153791994988586e-02, -3.921923374185952e-06, 3.392201719939828e-06, 1.541209541418525e-08, 3.908651590140000e-01, 3.905757501520000e-02, -1.238797642812318e+00, 3.170571419183160e-01
13821, -1.414995426337423e+00, -3.167458375506005e-02, -3.851783161425154e-06, 3.245260934637906e-06, 1.537092530602862e-08, 3.912520753050000e-01, 3.949567052200000e-02, -1.594143356655377e+00, 3.291676269076580e-01
13822, -1.777901381472653e+00, -3.181199068332947e-02, -3.745120340653308e-06, 3.048128502280170e-06, 1.528214088981911e-08, 3.916363060950000e-01, 3.993562068000000e-02, -2.093380955658783e+00, 3.015445627570891e-01
13823, -2.256168122475434e+00, -3.191946579681480e-02, -3.565932714009760e-06, 2.757305930895316e-06, 1.509279304296318e-08, 3.920181134460000e-01, 4.037716957160000e-02, -2.819471559651814e+00, 1.838127024959429e-01
13824, -2.864418420872298e+00, -3.191251172450755e-02, -3.210230571999324e-06, 2.265940731580070e-06, 1.466555560575622e-08, 3.923979948090000e-01, 4.081986635960000e-02, -3.893361915829212e+00, -1.437553383512256e-01
13825, -2.773304200400758e+00, -3.156824683758934e-02, -2.370021614765937e-06, 1.300919015070112e-06, 1.368850408650603e-08, 3.927764872520000e-01, 4.126323629950000e-02, -4.968548334241859e+00, -1.553318456544800e+00
13826, 2.035188787887386e+00, -3.018390398368173e-02, -5.755192802446169e-07, -2.514720305581573e-07, 1.156567762911556e-08, 3.931542959720000e-01, 4.170700653490000e-02, -3.447319574210335e+00, -6.433486449289802e+00
13827, 6.115287396124767e+00, -2.873111942273489e-02, 6.113752794874874e-07, -1.039340411328097e-06, 9.707894656833968e-09, 3.935849420950000e-01, 4.208952694270000e-02, -5.289696629283409e-01, -7.465017265776165e+00
13828, 2.619070124580191e+00, -3.136362548547886e-02, 5.193821136382873e-07, 2.216031766864732e-06, 1.057910787063678e-08, 3.941278276990000e-01, 4.229536632880000e-02, -1.681451761280917e-02, -2.678196894483953e+00
13829, -2.940615462865738e+00, -3.180020777068333e-02, 2.038785238971646e-06, 6.415472133811590e-06, 1.231834492987747e-08, 3.947039946140000e-01, 4.232142085780000e-02, 3.295388508362762e-02, 2.978216597156595e+00
13830, -4.010150799880508e+00, -3.178191345996169e-02, 5.507796324495929e-06, 6.792047391238194e-06, 1.494936271154318e-08, 3.952414316370000e-01, 4.210361449380000e-02, 1.621706464363667e+00, 3.725172654074152e+00
13964, 6.970458776772992e-02, -3.594479256356251e-02, 9.755320053982568e-08, 1.190427428749689e-05, 2.210771214471335e-08, 3.308934582970000e-01, -1.850122576560000e-02, 1.165156098675150e-01, 6.824160944885427e-02
13965, 1.544523308503943e-01, -3.595610523310278e-02, 2.536132497380681e-07, 1.190828775396578e-05, 2.204711978831330e-08, 3.301463683280000e-01, -1.848005625950000e-02, 3.625849021430209e-03, 1.544110343475049e-01
13966, 1.452672591657984e-01, -3.595970571104998e-02, 2.114670424874967e-07, 1.189042914224545e-05, 2.198612162466788e-08, 3.293995334950000e-01, -1.846008743880000e-02, -4.968086577870372e-02, 1.464799007668050e-01
13967, 1.328970825386555e-01, -3.594916254897412e-02, 3.151710544785283e-07, 1.182534702314716e-05, 2.191785336302508e-08, 3.286528798210000e-01, -1.844481767060000e-02, -1.643979715637439e-02, 1.335144265032434e-01
13968, 7.283359882672574e-02, -3.592843755002020e-02, 7.473218248449455e-07, 1.173472132021233e-05, 2.192651121449707e-08, 3.279072074900000e-01, -1.841066244870000e-02, 1.002003555893680e-01, 6.614202845200043e-02
13969, 8.575144592146831e-02, -3.588368731543268e-02, 1.289941291968484e-06, 1.162818186141242e-05, 2.197633050096317e-08, 3.271641741870000e-01, -1.834286442950000e-02, 1.724046592685674e-01, 6.637688544081036e-02
13970, 1.700427675643985e-01, -3.586196559149056e-02, 1.755839539817256e-06, 1.152610688288320e-05, 2.197933817813214e-08, 3.264256125830000e-01, -1.823924748910000e-02, 1.606223924511995e-01, 1.469466174164629e-01
13971, 2.588022025284167e-01, -3.583417104346527e-02, 1.885804299298552e-06, 1.148150461297235e-05, 2.189446642503547e-08, 3.256910281760000e-01, -1.811200433710000e-02, 3.682847027748673e-02, 2.562637471643711e-01
13972, 2.280663502079442e-01, -3.583644178013731e-02, 1.830627449845018e-06, 1.146950950899831e-05, 2.181144850719287e-08, 3.249563382720000e-01, -1.798743056710000e-02, -2.921775537984335e-02, 2.360577998874316e-01
13973, 2.252558740728351e-01, -3.579393336456652e-02, 1.920089463750226e-06, 1.136028674732599e-05, 2.173878080615103e-08, 3.242212165300000e-01, -1.786756630830000e-02, 9.039920459450110e-03, 2.271452721681673e-01
13974, 1.899795533245270e-01, -3.573529764586229e-02, 2.342126420838200e-06, 1.111915229984208e-05, 2.173537252298690e-08, 3.234899170930000e-01, -1.772844959600000e-02, 1.570105792076990e-01, 1.605383491086508e-01
13975, 2.261696377870017e-01, -3.563291178724055e-02, 2.855712909346878e-06, 1.081688778155677e-05, 2.176393836871812e-08, 3.227665202320000e-01, -1.755449307210000e-02, 2.743588232406384e-01, 1.605503120517260e-01
13976, 3.314071426982740e-01, -3.556752451146759e-02, 3.324096709166134e-06, 1.053538426063806e-05, 2.175700629833869e-08, 3.220535909760000e-01, -1.734303135610000e-02, 3.117435308482496e-01, 2.483162634462063e-01
13977, 4.521735956659595e-01, -3.546369208122160e-02, 3.496046033876127e-06, 1.039274594040974e-05, 2.163049194558865e-08, 3.213504158080000e-01, -1.710209518370000e-02, 1.873648814698866e-01, 4.136550546129066e-01
13978, 3.995927727474757e-01, -3.544857781361243e-02, 3.465900395744454e-06, 1.039289182370634e-05, 2.152817314220329e-08, 3.206489719650000e-01, -1.685733238360000e-02, 7.345625414467863e-02, 3.971755009603300e-01
13979, 3.930418628136535e-01, -3.544946009800466e-02, 3.459012694604046e-06, 1.029901043699165e-05, 2.140741148085357e-08, 3.199447906320000e-01, -1.662182851330000e-02, 8.504211849563262e-02, 3.864159895020455e-01
13980, 3.465445538255861e-01, -3.541092163983876e-02, 3.771601881894627e-06, 9.958614325616266e-06, 2.141030840871148e-08, 3.192454277440000e-01, -1.637375481950000e-02, 2.570178271551330e-01, 2.727561771216259e-01
13981, 3.846742393897988e-01, -3.533557138976987e-02, 4.167733949532674e-06, 9.469524964167687e-06, 2.140142854433318e-08, 3.185593454560000e-01, -1.609226140710000e-02, 4.357445664734851e-01, 2.277176100880106e-01
13982, 4.898328061064293e-01, -3.514429294805822e-02, 4.537635395361417e-06, 8.985380375902697e-06, 2.141302788810213e-08, 3.178902493130000e-01, -1.577351750830000e-02, 5.445977271964830e-01, 2.730243773835332e-01
13983, 5.761127256353450e-01, -3.503723224195384e-02, 4.741540250290024e-06, 8.680652508692821e-06, 2.129598231744080e-08, 3.172381211390000e-01, -1.542217049870000e-02, 4.971770868283730e-01, 3.844958860439942e-01
13984, 5.375901482311805e-01, -3.500157326635342e-02, 4.752850661607766e-06, 8.603705439855194e-06, 2.114852295493465e-08, 3.165914261590000e-01, -1.506177750620000e-02, 4.035311055790888e-01, 3.909210848661878e-01
13985, 5.119182425991817e-01, -3.494064549500436e-02, 4.849424503566378e-06, 8.351702572036088e-06, 2.105995922163683e-08, 3.159437285220000e-01, -1.470418892350000e-02, 4.201466742687486e-01, 3.475335520825222e-01
13986, 5.557790475381784e-01, -3.481166048541148e-02, 4.992755988462388e-06, 8.014484962055060e-06, 2.100429990651501e-08, 3.153142180910000e-01, -1.431649915380000e-02, 4.239466828906584e-01, 3.904386833204288e-01
13987, 5.812901349902984e-01, -3.485366564312370e-02, 5.003635627129686e-06, 7.845016052818871e-06, 2.082002167931769e-08, 3.146902021260000e-01, -1.392077589760000e-02, 4.026548216816055e-01, 4.327173295253147e-01
13988, 7.023915611490000e-01, -3.520783880587260e-02, 5.042715433655994e-06, 7.453482349208979e-06, 2.066379767143606e-08, 3.140682128730000e-01, -1.352280828180000e-02, 6.220080783817342e-01, 4.282938413242831e-01
13989, 8.571975452690513e-01, -3.521317235711705e-02, 5.156290964222704e-06, 6.710347346698968e-06, 2.057398583765187e-08, 3.134651652570000e-01, -1.309771060360000e-02, 1.027561551158018e+00, 2.957775329785923e-01
13990, 9.909614849399222e-01, -3.440231196789464e-02, 5.270238014738477e-06, 5.860223954932104e-06, 2.062379465376961e-08, 3.128945318340000e-01, -1.263095450050000e-02, 1.306855014540838e+00, 1.666548447741097e-01
13991, 1.131996877622198e+00, -3.421292800897890e-02, 5.336737031101952e-06, 5.354863520868509e-06, 2.047709967044282e-08, 3.123622506590000e-01, -1.212149012380000e-02, 1.264073671630999e+00, 3.476187373792331e-01
13992, 1.057430865265920e+00, -3.416583409090920e-02, 5.326638139281393e-06, 5.298426119329147e-06, 2.019791320461373e-08, 3.118408098440000e-01, -1.160154936560000e-02, 1.043793266316995e+00, 4.570845890381355e-01
13993, 1.153352407716313e+00, -3.483644834008521e-02, 5.256427496937299e-06, 5.016599696073540e-06, 1.990656368566183e-08, 3.113117696170000e-01, -1.109010600060000e-02, 1.245710093220611e+00, 3.795341159475709e-01
13994, 1.256782231457992e+00, -3.481547205430978e-02, 5.058463297145996e-06, 4.147343661785637e-06, 1.980023351352279e-08, 3.108080730920000e-01, -1.055469542100000e-02, 1.679313724619128e+00, -2.991863687300742e-02
13995, 1.303232358799442e+00, -3.380010447941680e-02, 4.767981898044508e-06, 3.204887008726047e-06, 1.988408342588401e-08, 3.103577327050000e-01, -9.974588816240000e-03, 1.813318876156726e+00, -3.005248882952090e-01
13996, 1.438686818597265e+00, -3.364679182532034e-02, 4.651657264837305e-06, 2.821807952528451e-06, 1.964891881876351e-08, 3.099574163140000e-01, -9.359202077940000e-03, 1.795355102436205e+00, -1.196884952141622e-01
13997, 1.448281235290388e+00, -3.358491136857308e-02, 4.464039957016578e-06, 2.480895917006096e-06, 1.939336134824841e-08, 3.095562528620000e-01, -8.745005901780000e-03, 1.803138402972870e+00, -1.829283865389188e-01
13998, 1.412710819835238e+00, -3.343555337507024e-02, 4.063930876447803e-06, 1.893844119410347e-06, 1.923328575301932e-08, 3.091991276850000e-01, -8.105294626090000e-03, 1.814858400987137e+00, -4.216743236929049e-01
13999, 1.308494727704488e+00, -3.326487537972900e-02, 3.666313371359899e-06, 1.405461145816175e-06, 1.904951581916720e-08, 3.088774555500000e-01, -7.447271240210000e-03, 1.713551900619904e+00, -6.065717597884052e-01
14000, 1.377828314151379e+00, -3.376391945976972e-02, 3.123609861427777e-06, 8.932437486631733e-07, 1.875450229812825e-08, 3.085931283800000e-01, -6.773397640190000e-03, 1.823337657468044e+00, -9.194535400801332e-01
14001, 1.280391832427490e+00, -3.352530294042303e-02, 1.919010328126013e-06, 2.086140605657729e-07, 1.851377008015987e-08, 3.083582517970000e-01, -6.080922538190000e-03, 1.705768270886579e+00, -1.538132791558447e+00
14002, 1.122393190848605e+00, -3.277697734980514e-02, 1.593355729979673e-07, -1.822926054138178e-07, 1.855533131153601e-08, 3.082393749520000e-01, -5.362770016970000e-03, 1.253308301824974e+00, -1.408097072250261e+00
14003, 1.184859359564185e+00, -3.297646523453993e-02, -1.378459203292180e-06, -6.486787490866303e-08, 1.840265455343265e-08, 3.082284020350000e-01, -4.634416928910000e-03, 1.117335113831878e+00, -1.051266620426374e+00
13726, 1.241759950440181e+00, -3.350779343127972e-02, -2.885682375296792e-06, 5.228586189181130e-07, 1.807439305462526e-08, 3.083361242070000e-01, -3.913094441060000e-03, 9.384579596387118e-01, -1.363109395724055e+00
9680, 1.087943856110831e+00, -3.427706879831668e-02, -4.144079451877404e-06, 1.834426338179301e-06, 1.791952519725310e-08, 3.085804339410000e-01, -3.230212986110000e-03, 8.002173299885211e-01, -8.541625071149577e-01
9695, 7.701516081636114e-01, -3.835353945877604e-02, -5.280389386715869e-06, 3.879281406575743e-06, 1.948471547854590e-08, 3.089526352380000e-01, -2.604521801310000e-03, 6.203023483962244e-01, -4.564631265318948e-01
9721, 3.212598102041255e-01, -4.211834594897694e-02, -5.811174316694387e-06, 5.834187017138648e-06, 2.097356919190024e-08, 3.095146713300000e-01, -1.961681891700000e-03, 2.501386413127812e-01, -2.041658908917347e-01
9773, 3.602286132600895e-02, -4.445011045034451e-02, -5.300744685171887e-06, 8.425717226952222e-06, 2.141080722527515e-08, 3.101596252050000e-01, -1.396191145010000e-03, -4.512199884303562e-02, -7.096207648538704e-02
9779, 1.021028550286577e-02, -4.592714636753392e-02, -3.876000281560671e-06, 1.041253102988948e-05, 2.157804313657865e-08, 3.109480091120000e-01, -1.059579236820000e-03, -1.557965538489999e-01, -6.868507107768940e-02
9781, 9.152556493566398e-02, -4.581156641678177e-02, -1.800199908902820e-06, 1.138404452740250e-05, 2.114326230155812e-08, 3.117681576550000e-01, -7.994838204210000e-04, -1.739922513084605e-01, -1.196793478958256e-01
9783, 1.695083722694905e-01, -4.625456103026365e-02, 4.023026863477633e-07, 1.166703267703256e-05, 2.112488999560165e-08, 3.126276403690000e-01, -7.984140654310000e-04, -1.204979311875878e-01, -1.651190774603460e-01
9787, 2.010587572320461e-01, -4.636589464172483e-02, 8.374945491837167e-07, 1.164288628665828e-05, 2.114720270535404e-08, 3.134889760550000e-01, -8.638602382330000e-04, -4.015053464696581e-02, -1.986418205152028e-01
9789, 1.995279334952768e-01, -4.640454487285527e-02, 8.041926094964963e-07, 1.164477750164246e-05, 2.115851895495961e-08, 3.143517186010000e-01, -9.256925928290000e-04, -2.648948914890783e-02, -1.981569982349382e-01
9795, 1.941068324278364e-01, -4.652822999922471e-02, 7.805031830807727e-07, 1.168661257440245e-05, 2.122529191052998e-08, 3.152156760910000e-01, -9.854075055479999e-04, -2.600993081157370e-02, -1.927857683458827e-01
9801, 1.927107307505335e-01, -4.656517784468568e-02, 7.145589022842698e-07, 1.169856892077520e-05, 2.124012365149247e-08, 3.160807896700000e-01, -1.043356469630000e-03, -2.311451468656355e-02, -1.916420690537995e-01
9813, 1.853589977521713e-01, -4.660454764343298e-02, 6.490057388760303e-07, 1.172883586520433e-05, 2.127687027766912e-08, 3.169473900520000e-01, -1.093643659410000e-03, -2.192008948876050e-02, -1.844121470240655e-01
9823, 1.807236703662679e-01, -4.665417407649382e-02, 6.141424571834617e-07, 1.172959433269893e-05, 2.127841210834817e-08, 3.178150881410000e-01, -1.141949051360000e-03, -1.911831694690753e-02, -1.799556515974652e-01
9928, 1.804227715735429e-01, -4.669435982407961e-02, 5.172001907324419e-07, 1.176120797303714e-05, 2.131613105497224e-08, 3.186839010050000e-01, -1.187217787300000e-03, -1.526183594720491e-02, -1.799157059544902e-01
9942, 1.733241478682666e-01, -4.674778638730178e-02, 4.107849325124656e-07, 1.178302353469118e-05, 2.134241166643471e-08, 3.195541625910000e-01, -1.220908596530000e-03, -1.416851085490180e-02, -1.729234917810143e-01
9958, 1.687624286333033e-01, -4.679860464170961e-02, 3.274609026511846e-07, 1.180051735687444e-05, 2.136577319278826e-08, 3.204254771740000e-01, -1.250546531090000e-03, -1.372814206743554e-02, -1.684329231336684e-01
9974, 1.602586013563352e-01, -4.685198294422049e-02, 2.692371402239909e-07, 1.181733548386886e-05, 2.139042827633268e-08, 3.212978991460000e-01, -1.271939725480000e-03, -1.381226549969730e-02, -1.599694687373212e-01
9977, 1.529034956642226e-01, -4.690246436444118e-02, 2.660324174457315e-07, 1.181651944747279e-05, 2.139406389698969e-08, 3.221711741320000e-01, -1.293108405810000e-03, -1.200983890262388e-02, -1.526583114762671e-01
9979, 1.480085794816200e-01, -4.693872407896709e-02, 2.244678628938369e-07, 1.182472872954020e-05, 2.140907438295452e-08, 3.230452686200000e-01, -1.314081674460000e-03, -6.484012124540483e-03, -1.479068648859536e-01
9982, 1.431785541813434e-01, -4.696941679010958e-02, 1.027109510476504e-07, 1.183287042025873e-05, 2.142417903912527e-08, 3.239202722220000e-01, -1.328908881720000e-03, -1.095716785547442e-03, -1.431747604187621e-01
9984, 1.396862336480954e-01, -4.698693966302721e-02, -1.003087117710250e-07, 1.184683076494085e-05, 2.145251958629023e-08, 3.247961488740000e-01, -1.331614670940000e-03, 3.439786908610555e-03, -1.396649271033989e-01
10589, 1.365662512283740e-01, -4.700802581160561e-02, -3.861740332401243e-07, 1.184909205594031e-05, 2.148117317057868e-08, 3.256726136050000e-01, -1.316176112930000e-03, 7.180748937003843e-03, -1.364079770850927e-01
9972, 1.364162549209845e-01, -4.703339652297537e-02, -7.288558203792386e-07, 1.183411992744428e-05, 2.151450033111841e-08, 3.265490050280000e-01, -1.276510459160000e-03, 7.310927306285232e-03, -1.362233437735567e-01
9970, 1.360750940652281e-01, -4.706208069434257e-02, -1.009664244107795e-06, 1.181011664267806e-05, 2.154700847362601e-08, 3.274244742370000e-01, -1.210246895640000e-03, 1.877163681031535e-03, -1.363999290387517e-01
9967, 1.286858229705871e-01, -4.709287883522115e-02, -1.116094154067849e-06, 1.180454209121780e-05, 2.156851841462977e-08, 3.282993379940000e-01, -1.128879054230000e-03, -4.845274327618223e-03, -1.296951795708300e-01
9965, 1.245817962365426e-01, -4.712203451785429e-02, -1.068895347012796e-06, 1.179803356315808e-05, 2.154633583525258e-08, 3.291747838210000e-01, -1.047108919440000e-03, -2.271120707724705e-03, -1.252790762594883e-01
9963, 1.295870854921758e-01, -4.713026627081581e-02, -1.096622824322655e-06, 1.179123563550189e-05, 2.154738602674983e-08, 3.300514678210000e-01, -9.725822725399999e-04, 1.141565362846021e-02, -1.290840477202034e-01
9960, 1.299273922240809e-01, -4.711703888243380e-02, -1.359195905247460e-06, 1.175222253142569e-05, 2.157874625231357e-08, 3.309275855580000e-01, -8.860646884930000e-04, 2.117875704906603e-02, -1.283498663518213e-01
9956, 1.254396717479444e-01, -4.711545817804049e-02, -1.718283351167252e-06, 1.167805261552289e-05, 2.162078146247014e-08, 3.318010397290000e-01, -7.718520055230000e-04, 1.621998925536364e-02, -1.244018753115998e-01
9954, 1.174028410217981e-01, -4.711936124934977e-02, -1.898484750303672e-06, 1.163171521332197e-05, 2.164171580295469e-08, 3.326711546370000e-01, -6.311072105140000e-04, 5.842003236395543e-03, -1.179892334309494e-01
9952, 1.160289322097098e-01, -4.711320627393620e-02, -1.919499727556369e-06, 1.161327162461145e-05, 2.162587650600634e-08, 3.335416288700000e-01, -4.895788076900000e-04, 1.070046542989962e-02, -1.158258926810124e-01
9950, 1.219391124651866e-01, -4.708162907635754e-02, -2.115030169858180e-06, 1.154705024614877e-05, 2.163495087687405e-08, 3.344120730240000e-01, -3.452021914460000e-04, 2.643929325496373e-02, -1.191287807675787e-01
