"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient_X", "Skin_Friction_Coefficient_Y"
8059, 1.328037920740000e-01, 1.135455206200000e-01, 9.863802290235448e+05, -2.496391649451047e-01, 1.973584604629509e-04, 1.043873522633772e-04
8071, 1.342679519220000e-01, 1.142837565460000e-01, 9.756509180640142e+05, -2.732130219011148e-01, 2.034533884121917e-04, 9.237729412961139e-05
8074, 1.358527090920000e-01, 1.149298706490000e-01, 9.689746376935543e+05, -2.878817810642219e-01, 2.045166727199805e-04, 7.930618950763283e-05
8096, 1.375255638780000e-01, 1.155469728290000e-01, 9.627897275029365e+05, -3.014709284632802e-01, 2.052509377256948e-04, 6.804188069172787e-05
8099, 1.393009538600000e-01, 1.160729838630000e-01, 9.571467985864258e+05, -3.138692641618640e-01, 2.059011703440772e-04, 5.814419870431059e-05
8106, 1.411541295050000e-01, 1.165716393740000e-01, 9.516686836758872e+05, -3.259054795140635e-01, 2.047722496615183e-04, 4.934899382233958e-05
8606, 1.430928689190000e-01, 1.169868146830000e-01, 9.462356283970823e+05, -3.378426923005819e-01, 2.162542360220760e-04, 4.533471820275319e-05
8084, 1.450941608920000e-01, 1.173976126170000e-01, 9.383519320729170e+05, -3.551643199550969e-01, 2.302419168974983e-04, 4.505348937904182e-05
8081, 1.471572437610000e-01, 1.177821271580000e-01, 9.203862137809572e+05, -3.946376164905497e-01, 2.501996961841038e-04, 3.848524199974509e-05
8049, 1.492904659310000e-01, 1.180430802870000e-01, 9.050884944217320e+05, -4.282489312606956e-01, 2.597279866577007e-04, 2.162547078114831e-05
8046, 1.514825187010000e-01, 1.181422581860000e-01, 8.969153132700515e+05, -4.462065991922161e-01, 2.389400795755151e-04, 4.107663686711108e-06
8040, 1.537163994750000e-01, 1.181191673400000e-01, 8.964097784970145e+05, -4.473173326280176e-01, 2.267369403298008e-04, -1.448129341821043e-06
8038, 1.559830186160000e-01, 1.181135142770000e-01, 8.874827860042047e+05, -4.669312337318852e-01, 2.641020842547567e-04, -4.085266458230479e-06
8034, 1.582738909500000e-01, 1.180486697250000e-01, 8.645818180471654e+05, -5.172479917054124e-01, 2.831704165030546e-04, -1.973150046835492e-05
